Localización;Nacionalidad;Fecha;Ambos;Hombres;Mujeres
Castilla y León;Albania;31/12/2020;3;3;0
Castilla y León;Andorra;31/12/2020;0;0;0
Castilla y León;Angola;31/12/2020;9;6;3
Castilla y León;Antigua y Barbuda;31/12/2020;1;1;0
Castilla y León;Arabia Saudí;31/12/2020;3;2;1
Castilla y León;Argelia;31/12/2020;28;11;17
Castilla y León;Argentina;31/12/2020;34;13;21
Castilla y León;Armenia;31/12/2020;1;1;0
Castilla y León;Australia;31/12/2020;6;4;2
Castilla y León;Azerbaiyán;31/12/2020;5;5;0
Castilla y León;Bahamas;31/12/2020;0;0;0
Castilla y León;Bahrein;31/12/2020;1;1;0
Castilla y León;Bangladés;31/12/2020;3;3;0
Castilla y León;Barbados;31/12/2020;1;0;1
Castilla y León;Belice;31/12/2020;0;0;0
Castilla y León;Benín;31/12/2020;3;3;0
Castilla y León;Bielorrusia;31/12/2020;2;1;1
Castilla y León;Bolivia;31/12/2020;35;12;23
Castilla y León;Bosnia-Herzegovina;31/12/2020;1;0;1
Castilla y León;Botsuana;31/12/2020;0;0;0
Castilla y León;Brasil;31/12/2020;125;50;75
Castilla y León;Brunei;31/12/2020;0;0;0
Castilla y León;Burkina Faso;31/12/2020;2;2;0
Castilla y León;Burundi;31/12/2020;4;4;0
Castilla y León;Bután;31/12/2020;0;0;0
Castilla y León;Cabo Verde;31/12/2020;0;0;0
Castilla y León;Camboya;31/12/2020;0;0;0
Castilla y León;Camerún;31/12/2020;4;3;1
Castilla y León;Canadá;31/12/2020;14;7;7
Castilla y León;Chad;31/12/2020;0;0;0
Castilla y León;Chile;31/12/2020;52;25;27
Castilla y León;China;31/12/2020;582;217;365
Castilla y León;Colombia;31/12/2020;198;75;123
Castilla y León;Comores;31/12/2020;0;0;0
Castilla y León;Congo;31/12/2020;0;0;0
Castilla y León;Corea del Norte;31/12/2020;0;0;0
Castilla y León;Corea del Sur;31/12/2020;13;3;10
Castilla y León;Costa de Marfil;31/12/2020;2;2;0
Castilla y León;Costa Rica;31/12/2020;20;12;8
Castilla y León;Cuba;31/12/2020;24;7;17
Castilla y León;Dominica;31/12/2020;0;0;0
Castilla y León;Ecuador;31/12/2020;118;52;66
Castilla y León;Egipto;31/12/2020;16;7;9
Castilla y León;El Salvador;31/12/2020;22;12;10
Castilla y León;Emiratos Árabes Unidos;31/12/2020;1;1;0
Castilla y León;Eritrea;31/12/2020;0;0;0
Castilla y León;Estados Unidos;31/12/2020;142;57;85
Castilla y León;Etiopía;31/12/2020;2;1;1
Castilla y León;Filipinas;31/12/2020;22;11;11
Castilla y León;Fiyi;31/12/2020;0;0;0
Castilla y León;Gabón;31/12/2020;3;2;1
Castilla y León;Gambia;31/12/2020;0;0;0
Castilla y León;Georgia;31/12/2020;8;3;5
Castilla y León;Ghana;31/12/2020;0;0;0
Castilla y León;Granada;31/12/2020;0;0;0
Castilla y León;Guatemala;31/12/2020;15;4;11
Castilla y León;Guinea;31/12/2020;0;0;0
Castilla y León;Guinea Bissau;31/12/2020;0;0;0
Castilla y León;Guinea Ecuatorial;31/12/2020;92;45;47
Castilla y León;Guyana;31/12/2020;0;0;0
Castilla y León;Haití;31/12/2020;5;2;3
Castilla y León;Honduras;31/12/2020;42;14;28
Castilla y León;India;31/12/2020;39;26;13
Castilla y León;Indonesia;31/12/2020;5;3;2
Castilla y León;Irak;31/12/2020;15;12;3
Castilla y León;Irán;31/12/2020;8;4;4
Castilla y León;Islas Salomón;31/12/2020;0;0;0
Castilla y León;Israel;31/12/2020;2;2;0
Castilla y León;Jamaica;31/12/2020;1;0;1
Castilla y León;Japón;31/12/2020;13;4;9
Castilla y León;Jordania;31/12/2020;32;7;25
Castilla y León;Kazajistán;31/12/2020;7;4;3
Castilla y León;Kenia;31/12/2020;4;2;2
Castilla y León;Kirguistán;31/12/2020;1;1;0
Castilla y León;Kuwait;31/12/2020;1;1;0
Castilla y León;Laos;31/12/2020;0;0;0
Castilla y León;Lesoto;31/12/2020;0;0;0
Castilla y León;Líbano;31/12/2020;22;8;14
Castilla y León;Liberia;31/12/2020;0;0;0
Castilla y León;Libia;31/12/2020;3;2;1
Castilla y León;Macedonia;31/12/2020;0;0;0
Castilla y León;Madagascar;31/12/2020;1;0;1
Castilla y León;Malasia;31/12/2020;3;1;2
Castilla y León;Malaui;31/12/2020;1;1;0
Castilla y León;Maldivas;31/12/2020;1;1;0
Castilla y León;Mali;31/12/2020;0;0;0
Castilla y León;Marruecos;31/12/2020;160;85;75
Castilla y León;Mauricio;31/12/2020;1;0;1
Castilla y León;Mauritania;31/12/2020;1;1;0
Castilla y León;México;31/12/2020;83;36;47
Castilla y León;Micronesia;31/12/2020;0;0;0
Castilla y León;Moldavia;31/12/2020;0;0;0
Castilla y León;Mónaco;31/12/2020;0;0;0
Castilla y León;Mongolia;31/12/2020;0;0;0
Castilla y León;Montenegro;31/12/2020;1;1;0
Castilla y León;Mozambique;31/12/2020;0;0;0
Castilla y León;Myanmar;31/12/2020;0;0;0
Castilla y León;Namibia;31/12/2020;0;0;0
Castilla y León;Nepal;31/12/2020;4;3;1
Castilla y León;Nicaragua;31/12/2020;7;6;1
Castilla y León;Níger;31/12/2020;1;1;0
Castilla y León;Nigeria;31/12/2020;0;0;0
Castilla y León;Nueva Zelanda;31/12/2020;1;0;1
Castilla y León;Oceanía (No consta país);31/12/2020;0;0;0
Castilla y León;Omán;31/12/2020;22;20;2
Castilla y León;Pakistán;31/12/2020;6;4;2
Castilla y León;Palestina;31/12/2020;2;1;1
Castilla y León;Panamá;31/12/2020;25;10;15
Castilla y León;Papúa Nueva Guinea;31/12/2020;0;0;0
Castilla y León;Paraguay;31/12/2020;9;5;4
Castilla y León;Perú;31/12/2020;81;38;43
Castilla y León;Qatar;31/12/2020;4;4;0
Castilla y León;Reino Unido;31/12/2020;0;0;0
Castilla y León;Rep. Centroafricana;31/12/2020;1;1;0
Castilla y León;Rep. Dem. del Congo;31/12/2020;2;2;0
Castilla y León;República Dominicana;31/12/2020;40;9;31
Castilla y León;Ruanda;31/12/2020;0;0;0
Castilla y León;Rusia;31/12/2020;43;18;25
Castilla y León;Samoa;31/12/2020;0;0;0
Castilla y León;San Cristóbal y Nieves;31/12/2020;0;0;0
Castilla y León;San Marino;31/12/2020;0;0;0
Castilla y León;San Vicente y Granadinas;31/12/2020;0;0;0
Castilla y León;Santa Lucía;31/12/2020;0;0;0
Castilla y León;Santo Tomé y Príncipe;31/12/2020;0;0;0
Castilla y León;Senegal;31/12/2020;3;2;1
Castilla y León;Serbia;31/12/2020;4;1;3
Castilla y León;Seychelles;31/12/2020;0;0;0
Castilla y León;Sierra Leona;31/12/2020;0;0;0
Castilla y León;Singapur;31/12/2020;0;0;0
Castilla y León;Siria;31/12/2020;2;2;0
Castilla y León;Somalia;31/12/2020;0;0;0
Castilla y León;Sri Lanka;31/12/2020;1;1;0
Castilla y León;Suazilandia;31/12/2020;0;0;0
Castilla y León;Sudáfrica;31/12/2020;3;0;3
Castilla y León;Sudán;31/12/2020;1;0;1
Castilla y León;Surinam;31/12/2020;0;0;0
Castilla y León;Tailandia;31/12/2020;4;2;2
Castilla y León;Taiwán;31/12/2020;4;3;1
Castilla y León;Tanzania;31/12/2020;8;5;3
Castilla y León;Tayikistán;31/12/2020;0;0;0
Castilla y León;Togo;31/12/2020;0;0;0
Castilla y León;Trinidad y Tobago;31/12/2020;0;0;0
Castilla y León;Túnez;31/12/2020;5;3;2
Castilla y León;Turkmenistán;31/12/2020;2;2;0
Castilla y León;Turquía;31/12/2020;18;7;11
Castilla y León;Ucrania;31/12/2020;14;10;4
Castilla y León;Uganda;31/12/2020;3;2;1
Castilla y León;Uruguay;31/12/2020;8;6;2
Castilla y León;Uzbekistán;31/12/2020;2;0;2
Castilla y León;Vanuatu;31/12/2020;0;0;0
Castilla y León;Venezuela;31/12/2020;53;28;25
Castilla y León;Vietnam;31/12/2020;15;7;8
Castilla y León;Yemen;31/12/2020;0;0;0
Castilla y León;Yibuti;31/12/2020;0;0;0
Castilla y León;Zambia;31/12/2020;0;0;0
Castilla y León;Zimbabue;31/12/2020;0;0;0
Castilla y León;Todas las nacionalidades;31/12/2019;3844;1634;2210
Castilla y León;Afganistán;31/12/2019;0;0;0
Castilla y León;Albania;31/12/2019;3;2;1
Castilla y León;Andorra;31/12/2019;1;1;0
Castilla y León;Angola;31/12/2019;11;7;4
Castilla y León;Antigua y Barbuda;31/12/2019;1;1;0
Castilla y León;Arabia Saudí;31/12/2019;5;5;0
Castilla y León;Argelia;31/12/2019;17;14;3
Castilla y León;Argentina;31/12/2019;57;25;32
Castilla y León;Armenia;31/12/2019;3;1;2
Castilla y León;Australia;31/12/2019;10;4;6
Castilla y León;Azerbaiyán;31/12/2019;4;4;0
Castilla y León;Bahamas;31/12/2019;1;0;1
Castilla y León;Bahrein;31/12/2019;0;0;0
Castilla y León;Bangladés;31/12/2019;2;2;0
Castilla y León;Barbados;31/12/2019;1;0;1
Castilla y León;Belice;31/12/2019;0;0;0
Castilla y León;Benín;31/12/2019;3;3;0
Castilla y León;Bielorrusia;31/12/2019;2;1;1
Castilla y León;Bolivia;31/12/2019;54;17;37
Castilla y León;Bosnia-Herzegovina;31/12/2019;3;1;2
Castilla y León;Botsuana;31/12/2019;0;0;0
Castilla y León;Brasil;31/12/2019;184;83;101
Castilla y León;Brunei;31/12/2019;0;0;0
Castilla y León;Burkina Faso;31/12/2019;2;2;0
Castilla y León;Burundi;31/12/2019;3;3;0
Castilla y León;Bután;31/12/2019;0;0;0
Castilla y León;Cabo Verde;31/12/2019;1;1;0
Castilla y León;Camboya;31/12/2019;0;0;0
Castilla y León;Camerún;31/12/2019;7;5;2
Castilla y León;Canadá;31/12/2019;13;3;10
Castilla y León;Chad;31/12/2019;0;0;0
Castilla y León;Chile;31/12/2019;62;31;31
Castilla y León;China;31/12/2019;1154;436;718
Castilla y León;Colombia;31/12/2019;271;111;160
Castilla y León;Comores;31/12/2019;0;0;0
Castilla y León;Congo;31/12/2019;0;0;0
Castilla y León;Corea del Norte;31/12/2019;0;0;0
Castilla y León;Corea del Sur;31/12/2019;44;18;26
Castilla y León;Costa de Marfil;31/12/2019;5;5;0
Castilla y León;Costa Rica;31/12/2019;34;17;17
Castilla y León;Cuba;31/12/2019;32;13;19
Castilla y León;Dominica;31/12/2019;0;0;0
Castilla y León;Ecuador;31/12/2019;189;78;111
Castilla y León;Egipto;31/12/2019;21;9;12
Castilla y León;El Salvador;31/12/2019;28;14;14
Castilla y León;Emiratos Árabes Unidos;31/12/2019;2;2;0
Castilla y León;Eritrea;31/12/2019;0;0;0
Castilla y León;Estados Unidos;31/12/2019;205;71;134
Castilla y León;Etiopía;31/12/2019;1;0;1
Castilla y León;Filipinas;31/12/2019;31;15;16
Castilla y León;Fiyi;31/12/2019;0;0;0
Castilla y León;Gabón;31/12/2019;3;3;0
Castilla y León;Gambia;31/12/2019;0;0;0
Castilla y León;Georgia;31/12/2019;17;6;11
Castilla y León;Ghana;31/12/2019;7;2;5
Castilla y León;Granada;31/12/2019;0;0;0
Castilla y León;Guatemala;31/12/2019;25;9;16
Castilla y León;Guinea;31/12/2019;0;0;0
Castilla y León;Guinea Bissau;31/12/2019;0;0;0
Castilla y León;Guinea Ecuatorial;31/12/2019;109;44;65
Castilla y León;Guyana;31/12/2019;0;0;0
Castilla y León;Haití;31/12/2019;10;6;4
Castilla y León;Honduras;31/12/2019;71;30;41
Castilla y León;India;31/12/2019;44;27;17
Castilla y León;Indonesia;31/12/2019;21;19;2
Castilla y León;Irak;31/12/2019;14;12;2
Castilla y León;Irán;31/12/2019;9;3;6
Castilla y León;Islas Salomón;31/12/2019;0;0;0
Castilla y León;Israel;31/12/2019;12;12;0
Castilla y León;Jamaica;31/12/2019;2;0;2
Castilla y León;Japón;31/12/2019;79;24;55
Castilla y León;Jordania;31/12/2019;36;10;26
Castilla y León;Kazajistán;31/12/2019;9;3;6
Castilla y León;Kenia;31/12/2019;3;1;2
Castilla y León;Kirguistán;31/12/2019;3;2;1
Castilla y León;Kuwait;31/12/2019;0;0;0
Castilla y León;Laos;31/12/2019;0;0;0
Castilla y León;Lesoto;31/12/2019;0;0;0
Castilla y León;Líbano;31/12/2019;11;5;6
Castilla y León;Liberia;31/12/2019;0;0;0
Castilla y León;Libia;31/12/2019;12;10;2
Castilla y León;Macedonia;31/12/2019;0;0;0
Castilla y León;Madagascar;31/12/2019;3;1;2
Castilla y León;Malasia;31/12/2019;3;2;1
Castilla y León;Malaui;31/12/2019;1;1;0
Castilla y León;Maldivas;31/12/2019;0;0;0
Castilla y León;Mali;31/12/2019;0;0;0
Castilla y León;Marruecos;31/12/2019;129;66;63
Castilla y León;Mauricio;31/12/2019;1;0;1
Castilla y León;Mauritania;31/12/2019;3;2;1
Castilla y León;México;31/12/2019;132;53;79
Castilla y León;Micronesia;31/12/2019;0;0;0
Castilla y León;Moldavia;31/12/2019;0;0;0
Castilla y León;Mónaco;31/12/2019;0;0;0
Castilla y León;Mongolia;31/12/2019;0;0;0
Castilla y León;Montenegro;31/12/2019;1;0;1
Castilla y León;Mozambique;31/12/2019;2;1;1
Castilla y León;Myanmar;31/12/2019;0;0;0
Castilla y León;Namibia;31/12/2019;0;0;0
Castilla y León;Nepal;31/12/2019;3;3;0
Castilla y León;Nicaragua;31/12/2019;14;9;5
Castilla y León;Níger;31/12/2019;2;2;0
Castilla y León;Nigeria;31/12/2019;2;1;1
Castilla y León;Nueva Zelanda;31/12/2019;4;2;2
Castilla y León;Oceanía (No consta país);31/12/2019;0;0;0
Castilla y León;Omán;31/12/2019;32;31;1
Castilla y León;Pakistán;31/12/2019;6;5;1
Castilla y León;Palestina;31/12/2019;1;0;1
Castilla y León;Panamá;31/12/2019;26;11;15
Castilla y León;Papúa Nueva Guinea;31/12/2019;0;0;0
Castilla y León;Paraguay;31/12/2019;15;8;7
Castilla y León;Perú;31/12/2019;138;63;75
Castilla y León;Qatar;31/12/2019;3;3;0
Castilla y León;Reino Unido;31/12/2019;0;0;0
Castilla y León;Rep. Centroafricana;31/12/2019;1;1;0
Castilla y León;Rep. Dem. del Congo;31/12/2019;7;6;1
Castilla y León;República Dominicana;31/12/2019;81;21;60
Castilla y León;Ruanda;31/12/2019;0;0;0
Castilla y León;Rusia;31/12/2019;41;12;29
Castilla y León;Samoa;31/12/2019;0;0;0
Castilla y León;San Cristóbal y Nieves;31/12/2019;0;0;0
Castilla y León;San Marino;31/12/2019;0;0;0
Castilla y León;San Vicente y Granadinas;31/12/2019;0;0;0
Castilla y León;Santa Lucía;31/12/2019;0;0;0
Castilla y León;Santo Tomé y Príncipe;31/12/2019;0;0;0
Castilla y León;Senegal;31/12/2019;3;1;2
Castilla y León;Serbia;31/12/2019;4;1;3
Castilla y León;Seychelles;31/12/2019;0;0;0
Castilla y León;Sierra Leona;31/12/2019;0;0;0
Castilla y León;Singapur;31/12/2019;1;0;1
Castilla y León;Siria;31/12/2019;2;2;0
Castilla y León;Somalia;31/12/2019;0;0;0
Castilla y León;Sri Lanka;31/12/2019;1;1;0
Castilla y León;Suazilandia;31/12/2019;0;0;0
Castilla y León;Sudáfrica;31/12/2019;5;1;4
Castilla y León;Sudán;31/12/2019;0;0;0
Castilla y León;Surinam;31/12/2019;0;0;0
Castilla y León;Tailandia;31/12/2019;4;1;3
Castilla y León;Taiwán;31/12/2019;52;9;43
Castilla y León;Tanzania;31/12/2019;10;6;4
Castilla y León;Tayikistán;31/12/2019;0;0;0
Castilla y León;Togo;31/12/2019;1;1;0
Castilla y León;Trinidad y Tobago;31/12/2019;2;1;1
Castilla y León;Túnez;31/12/2019;4;3;1
Castilla y León;Turkmenistán;31/12/2019;0;0;0
Castilla y León;Turquía;31/12/2019;27;12;15
Castilla y León;Ucrania;31/12/2019;15;7;8
Castilla y León;Uganda;31/12/2019;4;3;1
Castilla y León;Uruguay;31/12/2019;11;8;3
Castilla y León;Uzbekistán;31/12/2019;2;1;1
Castilla y León;Vanuatu;31/12/2019;0;0;0
Castilla y León;Venezuela;31/12/2019;61;31;30
Castilla y León;Vietnam;31/12/2019;20;8;12
Castilla y León;Yemen;31/12/2019;0;0;0
Castilla y León;Yibuti;31/12/2019;0;0;0
Castilla y León;Zambia;31/12/2019;0;0;0
Castilla y León;Zimbabue;31/12/2019;0;0;0
Castilla y León;Todas las nacionalidades;31/12/2018;3726;1574;2152
Castilla y León;Afganistán;31/12/2018;0;0;0
Castilla y León;Albania;31/12/2018;1;1;0
Castilla y León;Andorra;31/12/2018;2;1;1
Castilla y León;Angola;31/12/2018;9;6;3
Castilla y León;Antigua y Barbuda;31/12/2018;1;1;0
Castilla y León;Arabia Saudí;31/12/2018;5;4;1
Castilla y León;Argelia;31/12/2018;17;11;6
Castilla y León;Argentina;31/12/2018;41;17;24
Castilla y León;Armenia;31/12/2018;2;2;0
Castilla y León;Australia;31/12/2018;4;1;3
Castilla y León;Azerbaiyán;31/12/2018;4;3;1
Castilla y León;Bahamas;31/12/2018;1;0;1
Castilla y León;Bahrein;31/12/2018;0;0;0
Castilla y León;Bangladés;31/12/2018;3;2;1
Castilla y León;Barbados;31/12/2018;1;0;1
Castilla y León;Belice;31/12/2018;0;0;0
Castilla y León;Benín;31/12/2018;1;1;0
Castilla y León;Bielorrusia;31/12/2018;2;1;1
Castilla y León;Bolivia;31/12/2018;58;20;38
Castilla y León;Bosnia-Herzegovina;31/12/2018;1;0;1
Castilla y León;Botsuana;31/12/2018;0;0;0
Castilla y León;Brasil;31/12/2018;174;78;96
Castilla y León;Brunei;31/12/2018;0;0;0
Castilla y León;Burkina Faso;31/12/2018;1;1;0
Castilla y León;Burundi;31/12/2018;2;2;0
Castilla y León;Bután;31/12/2018;0;0;0
Castilla y León;Cabo Verde;31/12/2018;0;0;0
Castilla y León;Camboya;31/12/2018;0;0;0
Castilla y León;Camerún;31/12/2018;3;2;1
Castilla y León;Canadá;31/12/2018;17;8;9
Castilla y León;Chad;31/12/2018;0;0;0
Castilla y León;Chile;31/12/2018;62;31;31
Castilla y León;China;31/12/2018;1322;503;819
Castilla y León;Colombia;31/12/2018;242;108;134
Castilla y León;Comores;31/12/2018;0;0;0
Castilla y León;Congo;31/12/2018;0;0;0
Castilla y León;Corea del Norte;31/12/2018;0;0;0
Castilla y León;Corea del Sur;31/12/2018;58;31;27
Castilla y León;Costa de Marfil;31/12/2018;5;5;0
Castilla y León;Costa Rica;31/12/2018;30;16;14
Castilla y León;Cuba;31/12/2018;34;13;21
Castilla y León;Dominica;31/12/2018;0;0;0
Castilla y León;Ecuador;31/12/2018;170;78;92
Castilla y León;Egipto;31/12/2018;14;7;7
Castilla y León;El Salvador;31/12/2018;21;7;14
Castilla y León;Emiratos Árabes Unidos;31/12/2018;2;2;0
Castilla y León;Eritrea;31/12/2018;0;0;0
Castilla y León;Estados Unidos;31/12/2018;179;62;117
Castilla y León;Etiopía;31/12/2018;2;2;0
Castilla y León;Filipinas;31/12/2018;41;15;26
Castilla y León;Fiyi;31/12/2018;0;0;0
Castilla y León;Gabón;31/12/2018;4;2;2
Castilla y León;Gambia;31/12/2018;0;0;0
Castilla y León;Georgia;31/12/2018;12;6;6
Castilla y León;Ghana;31/12/2018;0;0;0
Castilla y León;Granada;31/12/2018;0;0;0
Castilla y León;Guatemala;31/12/2018;13;6;7
Castilla y León;Guinea;31/12/2018;1;1;0
Castilla y León;Guinea Bissau;31/12/2018;7;6;1
Castilla y León;Guinea Ecuatorial;31/12/2018;91;35;56
Castilla y León;Guyana;31/12/2018;0;0;0
Castilla y León;Haití;31/12/2018;10;8;2
Castilla y León;Honduras;31/12/2018;57;24;33
Castilla y León;India;31/12/2018;38;22;16
Castilla y León;Indonesia;31/12/2018;15;13;2
Castilla y León;Irak;31/12/2018;4;4;0
Castilla y León;Irán;31/12/2018;10;2;8
Castilla y León;Islas Salomón;31/12/2018;0;0;0
Castilla y León;Israel;31/12/2018;7;7;0
Castilla y León;Jamaica;31/12/2018;1;0;1
Castilla y León;Japón;31/12/2018;88;42;46
Castilla y León;Jordania;31/12/2018;32;6;26
Castilla y León;Kazajistán;31/12/2018;10;4;6
Castilla y León;Kenia;31/12/2018;0;0;0
Castilla y León;Kirguistán;31/12/2018;0;0;0
Castilla y León;Kuwait;31/12/2018;1;1;0
Castilla y León;Laos;31/12/2018;0;0;0
Castilla y León;Lesoto;31/12/2018;0;0;0
Castilla y León;Líbano;31/12/2018;12;4;8
Castilla y León;Liberia;31/12/2018;0;0;0
Castilla y León;Libia;31/12/2018;8;4;4
Castilla y León;Macedonia;31/12/2018;0;0;0
Castilla y León;Madagascar;31/12/2018;2;1;1
Castilla y León;Malasia;31/12/2018;4;3;1
Castilla y León;Malaui;31/12/2018;0;0;0
Castilla y León;Maldivas;31/12/2018;0;0;0
Castilla y León;Mali;31/12/2018;0;0;0
Castilla y León;Marruecos;31/12/2018;56;30;26
Castilla y León;Mauricio;31/12/2018;0;0;0
Castilla y León;Mauritania;31/12/2018;3;3;0
Castilla y León;México;31/12/2018;132;56;76
Castilla y León;Micronesia;31/12/2018;0;0;0
Castilla y León;Moldavia;31/12/2018;0;0;0
Castilla y León;Mónaco;31/12/2018;0;0;0
Castilla y León;Mongolia;31/12/2018;0;0;0
Castilla y León;Montenegro;31/12/2018;1;0;1
Castilla y León;Mozambique;31/12/2018;2;1;1
Castilla y León;Myanmar;31/12/2018;0;0;0
Castilla y León;Namibia;31/12/2018;0;0;0
Castilla y León;Nepal;31/12/2018;3;3;0
Castilla y León;Nicaragua;31/12/2018;10;4;6
Castilla y León;Níger;31/12/2018;2;2;0
Castilla y León;Nigeria;31/12/2018;3;3;0
Castilla y León;Nueva Zelanda;31/12/2018;3;1;2
Castilla y León;Oceanía (No consta país);31/12/2018;0;0;0
Castilla y León;Omán;31/12/2018;14;14;0
Castilla y León;Pakistán;31/12/2018;0;0;0
Castilla y León;Palestina;31/12/2018;1;0;1
Castilla y León;Panamá;31/12/2018;28;9;19
Castilla y León;Papúa Nueva Guinea;31/12/2018;0;0;0
Castilla y León;Paraguay;31/12/2018;10;5;5
Castilla y León;Perú;31/12/2018;116;49;67
Castilla y León;Qatar;31/12/2018;2;2;0
Castilla y León;Reino Unido;31/12/2018;0;0;0
Castilla y León;Rep. Centroafricana;31/12/2018;1;1;0
Castilla y León;Rep. Dem. del Congo;31/12/2018;8;7;1
Castilla y León;República Dominicana;31/12/2018;89;20;69
Castilla y León;Ruanda;31/12/2018;0;0;0
Castilla y León;Rusia;31/12/2018;27;9;18
Castilla y León;Samoa;31/12/2018;0;0;0
Castilla y León;San Cristóbal y Nieves;31/12/2018;0;0;0
Castilla y León;San Marino;31/12/2018;0;0;0
Castilla y León;San Vicente y Granadinas;31/12/2018;0;0;0
Castilla y León;Santa Lucía;31/12/2018;0;0;0
Castilla y León;Santo Tomé y Príncipe;31/12/2018;0;0;0
Castilla y León;Senegal;31/12/2018;4;0;4
Castilla y León;Serbia;31/12/2018;3;1;2
Castilla y León;Seychelles;31/12/2018;1;1;0
Castilla y León;Sierra Leona;31/12/2018;0;0;0
Castilla y León;Singapur;31/12/2018;3;1;2
Castilla y León;Siria;31/12/2018;1;1;0
Castilla y León;Somalia;31/12/2018;0;0;0
Castilla y León;Sri Lanka;31/12/2018;1;1;0
Castilla y León;Suazilandia;31/12/2018;0;0;0
Castilla y León;Sudáfrica;31/12/2018;2;1;1
Castilla y León;Sudán;31/12/2018;0;0;0
Castilla y León;Surinam;31/12/2018;0;0;0
Castilla y León;Tailandia;31/12/2018;5;2;3
Castilla y León;Taiwán;31/12/2018;67;21;46
Castilla y León;Tanzania;31/12/2018;10;5;5
Castilla y León;Tayikistán;31/12/2018;0;0;0
Castilla y León;Togo;31/12/2018;1;1;0
Castilla y León;Trinidad y Tobago;31/12/2018;0;0;0
Castilla y León;Túnez;31/12/2018;4;2;2
Castilla y León;Turkmenistán;31/12/2018;0;0;0
Castilla y León;Turquía;31/12/2018;26;11;15
Castilla y León;Ucrania;31/12/2018;16;12;4
Castilla y León;Uganda;31/12/2018;1;1;0
Castilla y León;Uruguay;31/12/2018;12;7;5
Castilla y León;Uzbekistán;31/12/2018;0;0;0
Castilla y León;Vanuatu;31/12/2018;0;0;0
Castilla y León;Venezuela;31/12/2018;74;35;39
Castilla y León;Vietnam;31/12/2018;24;9;15
Castilla y León;Yemen;31/12/2018;0;0;0
Castilla y León;Yibuti;31/12/2018;0;0;0
Castilla y León;Zambia;31/12/2018;0;0;0
Castilla y León;Zimbabue;31/12/2018;1;0;1
Castilla y León;Todas las nacionalidades;31/12/2017;3398;1434;1964
Castilla y León;Afganistán;31/12/2017;0;0;0
Castilla y León;Albania;31/12/2017;3;1;2
Castilla y León;Andorra;31/12/2017;2;1;1
Castilla y León;Angola;31/12/2017;8;6;2
Castilla y León;Antigua y Barbuda;31/12/2017;0;0;0
Castilla y León;Arabia Saudí;31/12/2017;1;0;1
Castilla y León;Argelia;31/12/2017;18;13;5
Castilla y León;Argentina;31/12/2017;33;14;19
Castilla y León;Armenia;31/12/2017;1;1;0
Castilla y León;Australia;31/12/2017;11;6;5
Castilla y León;Azerbaiyán;31/12/2017;1;1;0
Castilla y León;Bahamas;31/12/2017;1;0;1
Castilla y León;Bahrein;31/12/2017;0;0;0
Castilla y León;Bangladés;31/12/2017;1;1;0
Castilla y León;Barbados;31/12/2017;0;0;0
Castilla y León;Belice;31/12/2017;0;0;0
Castilla y León;Benín;31/12/2017;3;3;0
Castilla y León;Bielorrusia;31/12/2017;1;0;1
Castilla y León;Bolivia;31/12/2017;70;28;42
Castilla y León;Bosnia-Herzegovina;31/12/2017;2;1;1
Castilla y León;Botsuana;31/12/2017;0;0;0
Castilla y León;Brasil;31/12/2017;155;77;78
Castilla y León;Brunei;31/12/2017;0;0;0
Castilla y León;Burkina Faso;31/12/2017;0;0;0
Castilla y León;Burundi;31/12/2017;4;4;0
Castilla y León;Bután;31/12/2017;0;0;0
Castilla y León;Cabo Verde;31/12/2017;1;0;1
Castilla y León;Camboya;31/12/2017;0;0;0
Castilla y León;Camerún;31/12/2017;3;3;0
Castilla y León;Canadá;31/12/2017;7;4;3
Castilla y León;Chad;31/12/2017;0;0;0
Castilla y León;Chile;31/12/2017;59;35;24
Castilla y León;China;31/12/2017;1276;484;792
Castilla y León;Colombia;31/12/2017;190;90;100
Castilla y León;Comores;31/12/2017;0;0;0
Castilla y León;Congo;31/12/2017;2;2;0
Castilla y León;Corea del Norte;31/12/2017;0;0;0
Castilla y León;Corea del Sur;31/12/2017;52;23;29
Castilla y León;Costa de Marfil;31/12/2017;5;5;0
Castilla y León;Costa Rica;31/12/2017;25;11;14
Castilla y León;Cuba;31/12/2017;28;12;16
Castilla y León;Dominica;31/12/2017;2;0;2
Castilla y León;Ecuador;31/12/2017;145;65;80
Castilla y León;Egipto;31/12/2017;11;2;9
Castilla y León;El Salvador;31/12/2017;26;9;17
Castilla y León;Emiratos Árabes Unidos;31/12/2017;0;0;0
Castilla y León;Eritrea;31/12/2017;0;0;0
Castilla y León;Estados Unidos;31/12/2017;176;56;120
Castilla y León;Etiopía;31/12/2017;0;0;0
Castilla y León;Filipinas;31/12/2017;24;6;18
Castilla y León;Fiyi;31/12/2017;0;0;0
Castilla y León;Gabón;31/12/2017;5;3;2
Castilla y León;Gambia;31/12/2017;0;0;0
Castilla y León;Georgia;31/12/2017;11;7;4
Castilla y León;Ghana;31/12/2017;0;0;0
Castilla y León;Granada;31/12/2017;0;0;0
Castilla y León;Guatemala;31/12/2017;13;5;8
Castilla y León;Guinea;31/12/2017;0;0;0
Castilla y León;Guinea Bissau;31/12/2017;0;0;0
Castilla y León;Guinea Ecuatorial;31/12/2017;78;36;42
