Localización;Nacionalidad;Fecha;Ambos;Hombres;Mujeres
Salamanca;Santo Tomé y Príncipe;31/12/2021;0;0;0
Salamanca;Senegal;31/12/2021;2;2;0
Salamanca;Serbia;31/12/2021;0;0;0
Salamanca;Seychelles;31/12/2021;0;0;0
Salamanca;Sierra Leona;31/12/2021;0;0;0
Salamanca;Singapur;31/12/2021;0;0;0
Salamanca;Siria;31/12/2021;0;0;0
Salamanca;Somalia;31/12/2021;0;0;0
Salamanca;Sri Lanka;31/12/2021;0;0;0
Salamanca;Suazilandia;31/12/2021;0;0;0
Salamanca;Sudáfrica;31/12/2021;0;0;0
Salamanca;Sudán;31/12/2021;0;0;0
Salamanca;Surinam;31/12/2021;0;0;0
Salamanca;Tailandia;31/12/2021;2;0;2
Salamanca;Taiwán;31/12/2021;3;1;2
Salamanca;Tanzania;31/12/2021;1;1;0
Salamanca;Tayikistán;31/12/2021;0;0;0
Salamanca;Togo;31/12/2021;0;0;0
Salamanca;Trinidad y Tobago;31/12/2021;0;0;0
Salamanca;Túnez;31/12/2021;0;0;0
Salamanca;Turkmenistán;31/12/2021;0;0;0
Salamanca;Turquía;31/12/2021;2;1;1
Salamanca;Ucrania;31/12/2021;6;3;3
Salamanca;Uganda;31/12/2021;0;0;0
Salamanca;Uruguay;31/12/2021;3;1;2
Salamanca;Uzbekistán;31/12/2021;0;0;0
Salamanca;Vanuatu;31/12/2021;0;0;0
Salamanca;Venezuela;31/12/2021;21;12;9
Salamanca;Vietnam;31/12/2021;4;2;2
Salamanca;Yemen;31/12/2021;0;0;0
Salamanca;Yibuti;31/12/2021;0;0;0
Salamanca;Zambia;31/12/2021;0;0;0
Salamanca;Zimbabue;31/12/2021;0;0;0
Salamanca;Todas las nacionalidades;31/12/2020;1122;440;682
Salamanca;Afganistán;31/12/2020;0;0;0
Salamanca;Albania;31/12/2020;1;1;0
Salamanca;Andorra;31/12/2020;0;0;0
Salamanca;Angola;31/12/2020;1;1;0
Salamanca;Antigua y Barbuda;31/12/2020;0;0;0
Salamanca;Arabia Saudí;31/12/2020;3;2;1
Salamanca;Argelia;31/12/2020;16;5;11
Salamanca;Argentina;31/12/2020;11;3;8
Salamanca;Armenia;31/12/2020;0;0;0
Salamanca;Australia;31/12/2020;2;1;1
Salamanca;Azerbaiyán;31/12/2020;0;0;0
Salamanca;Bahamas;31/12/2020;0;0;0
Salamanca;Bahrein;31/12/2020;0;0;0
Salamanca;Bangladés;31/12/2020;0;0;0
Salamanca;Barbados;31/12/2020;0;0;0
Salamanca;Belice;31/12/2020;0;0;0
Salamanca;Benín;31/12/2020;1;1;0
Salamanca;Bielorrusia;31/12/2020;2;1;1
Salamanca;Bolivia;31/12/2020;22;8;14
Salamanca;Bosnia-Herzegovina;31/12/2020;0;0;0
Salamanca;Botsuana;31/12/2020;0;0;0
Salamanca;Brasil;31/12/2020;84;34;50
Salamanca;Brunei;31/12/2020;0;0;0
Salamanca;Burkina Faso;31/12/2020;0;0;0
Salamanca;Burundi;31/12/2020;0;0;0
Salamanca;Bután;31/12/2020;0;0;0
Salamanca;Cabo Verde;31/12/2020;0;0;0
Salamanca;Camboya;31/12/2020;0;0;0
Salamanca;Camerún;31/12/2020;4;3;1
Salamanca;Canadá;31/12/2020;2;0;2
Salamanca;Chad;31/12/2020;0;0;0
Salamanca;Chile;31/12/2020;31;15;16
Salamanca;China;31/12/2020;355;116;239
Salamanca;Colombia;31/12/2020;115;44;71
Salamanca;Comores;31/12/2020;0;0;0
Salamanca;Congo;31/12/2020;0;0;0
Salamanca;Corea del Norte;31/12/2020;0;0;0
Salamanca;Corea del Sur;31/12/2020;9;1;8
Salamanca;Costa de Marfil;31/12/2020;1;1;0
Salamanca;Costa Rica;31/12/2020;11;6;5
Salamanca;Cuba;31/12/2020;13;4;9
Salamanca;Dominica;31/12/2020;0;0;0
Salamanca;Ecuador;31/12/2020;69;31;38
Salamanca;Egipto;31/12/2020;4;4;0
Salamanca;El Salvador;31/12/2020;8;5;3
Salamanca;Emiratos Árabes Unidos;31/12/2020;0;0;0
Salamanca;Eritrea;31/12/2020;0;0;0
Salamanca;Estados Unidos;31/12/2020;25;15;10
Salamanca;Etiopía;31/12/2020;0;0;0
Salamanca;Filipinas;31/12/2020;1;1;0
Salamanca;Fiyi;31/12/2020;0;0;0
Salamanca;Gabón;31/12/2020;0;0;0
Salamanca;Gambia;31/12/2020;0;0;0
Salamanca;Georgia;31/12/2020;0;0;0
Salamanca;Ghana;31/12/2020;0;0;0
Salamanca;Granada;31/12/2020;0;0;0
Salamanca;Guatemala;31/12/2020;9;3;6
Salamanca;Guinea;31/12/2020;0;0;0
Salamanca;Guinea Bissau;31/12/2020;0;0;0
Salamanca;Guinea Ecuatorial;31/12/2020;51;23;28
Salamanca;Guyana;31/12/2020;0;0;0
Salamanca;Haití;31/12/2020;4;1;3
Salamanca;Honduras;31/12/2020;27;12;15
Salamanca;India;31/12/2020;3;2;1
Salamanca;Indonesia;31/12/2020;2;1;1
Salamanca;Irak;31/12/2020;0;0;0
Salamanca;Irán;31/12/2020;1;1;0
Salamanca;Islas Salomón;31/12/2020;0;0;0
Salamanca;Israel;31/12/2020;1;1;0
Salamanca;Jamaica;31/12/2020;0;0;0
Salamanca;Japón;31/12/2020;8;1;7
Salamanca;Jordania;31/12/2020;0;0;0
Salamanca;Kazajistán;31/12/2020;1;1;0
Salamanca;Kenia;31/12/2020;0;0;0
Salamanca;Kirguistán;31/12/2020;0;0;0
Salamanca;Kuwait;31/12/2020;0;0;0
Salamanca;Laos;31/12/2020;0;0;0
Salamanca;Lesoto;31/12/2020;0;0;0
Salamanca;Líbano;31/12/2020;0;0;0
Salamanca;Liberia;31/12/2020;0;0;0
Salamanca;Libia;31/12/2020;1;0;1
Salamanca;Macedonia;31/12/2020;0;0;0
Salamanca;Madagascar;31/12/2020;0;0;0
Salamanca;Malasia;31/12/2020;1;0;1
Salamanca;Malaui;31/12/2020;0;0;0
Salamanca;Maldivas;31/12/2020;0;0;0
Salamanca;Mali;31/12/2020;0;0;0
Salamanca;Marruecos;31/12/2020;38;14;24
Salamanca;Mauricio;31/12/2020;0;0;0
Salamanca;Mauritania;31/12/2020;0;0;0
Salamanca;México;31/12/2020;35;13;22
Salamanca;Micronesia;31/12/2020;0;0;0
Salamanca;Moldavia;31/12/2020;0;0;0
Salamanca;Mónaco;31/12/2020;0;0;0
Salamanca;Mongolia;31/12/2020;0;0;0
Salamanca;Montenegro;31/12/2020;0;0;0
Salamanca;Mozambique;31/12/2020;0;0;0
Salamanca;Myanmar;31/12/2020;0;0;0
Salamanca;Namibia;31/12/2020;0;0;0
Salamanca;Nepal;31/12/2020;0;0;0
Salamanca;Nicaragua;31/12/2020;3;3;0
Salamanca;Níger;31/12/2020;0;0;0
Salamanca;Nigeria;31/12/2020;0;0;0
Salamanca;Nueva Zelanda;31/12/2020;0;0;0
Salamanca;Oceanía (No consta país);31/12/2020;0;0;0
Salamanca;Omán;31/12/2020;0;0;0
Salamanca;Pakistán;31/12/2020;0;0;0
Salamanca;Palestina;31/12/2020;0;0;0
Salamanca;Panamá;31/12/2020;14;6;8
Salamanca;Papúa Nueva Guinea;31/12/2020;0;0;0
Salamanca;Paraguay;31/12/2020;4;2;2
Salamanca;Perú;31/12/2020;42;22;20
Salamanca;Qatar;31/12/2020;0;0;0
Salamanca;Reino Unido;31/12/2020;0;0;0
Salamanca;Rep. Centroafricana;31/12/2020;0;0;0
Salamanca;Rep. Dem. del Congo;31/12/2020;0;0;0
Salamanca;República Dominicana;31/12/2020;26;6;20
Salamanca;Ruanda;31/12/2020;0;0;0
Salamanca;Rusia;31/12/2020;13;2;11
Salamanca;Samoa;31/12/2020;0;0;0
Salamanca;San Cristóbal y Nieves;31/12/2020;0;0;0
Salamanca;San Marino;31/12/2020;0;0;0
Salamanca;San Vicente y Granadinas;31/12/2020;0;0;0
Salamanca;Santa Lucía;31/12/2020;0;0;0
Salamanca;Santo Tomé y Príncipe;31/12/2020;0;0;0
Salamanca;Senegal;31/12/2020;0;0;0
Salamanca;Serbia;31/12/2020;0;0;0
Salamanca;Seychelles;31/12/2020;0;0;0
Salamanca;Sierra Leona;31/12/2020;0;0;0
Salamanca;Singapur;31/12/2020;0;0;0
Salamanca;Siria;31/12/2020;0;0;0
Salamanca;Somalia;31/12/2020;0;0;0
Salamanca;Sri Lanka;31/12/2020;0;0;0
Salamanca;Suazilandia;31/12/2020;0;0;0
Salamanca;Sudáfrica;31/12/2020;0;0;0
Salamanca;Sudán;31/12/2020;0;0;0
Salamanca;Surinam;31/12/2020;0;0;0
Salamanca;Tailandia;31/12/2020;1;0;1
Salamanca;Taiwán;31/12/2020;2;1;1
Salamanca;Tanzania;31/12/2020;0;0;0
Salamanca;Tayikistán;31/12/2020;0;0;0
Salamanca;Togo;31/12/2020;0;0;0
Salamanca;Trinidad y Tobago;31/12/2020;0;0;0
Salamanca;Túnez;31/12/2020;0;0;0
Salamanca;Turkmenistán;31/12/2020;0;0;0
Salamanca;Turquía;31/12/2020;5;1;4
Salamanca;Ucrania;31/12/2020;3;1;2
Salamanca;Uganda;31/12/2020;0;0;0
Salamanca;Uruguay;31/12/2020;3;2;1
Salamanca;Uzbekistán;31/12/2020;0;0;0
Salamanca;Vanuatu;31/12/2020;0;0;0
Salamanca;Venezuela;31/12/2020;28;16;12
Salamanca;Vietnam;31/12/2020;5;2;3
Salamanca;Yemen;31/12/2020;0;0;0
Salamanca;Yibuti;31/12/2020;0;0;0
Salamanca;Zambia;31/12/2020;0;0;0
Salamanca;Zimbabue;31/12/2020;0;0;0
Salamanca;Todas las nacionalidades;31/12/2019;2050;733;1317
Salamanca;Afganistán;31/12/2019;0;0;0
Salamanca;Albania;31/12/2019;1;1;0
Salamanca;Andorra;31/12/2019;1;1;0
Salamanca;Angola;31/12/2019;2;1;1
Salamanca;Antigua y Barbuda;31/12/2019;0;0;0
Salamanca;Arabia Saudí;31/12/2019;4;4;0
Salamanca;Argelia;31/12/2019;3;2;1
Salamanca;Argentina;31/12/2019;22;7;15
Salamanca;Armenia;31/12/2019;0;0;0
Salamanca;Australia;31/12/2019;1;1;0
Salamanca;Azerbaiyán;31/12/2019;0;0;0
Salamanca;Bahamas;31/12/2019;1;0;1
Salamanca;Bahrein;31/12/2019;0;0;0
Salamanca;Bangladés;31/12/2019;0;0;0
Salamanca;Barbados;31/12/2019;0;0;0
Salamanca;Belice;31/12/2019;0;0;0
Salamanca;Benín;31/12/2019;0;0;0
Salamanca;Bielorrusia;31/12/2019;2;1;1
Salamanca;Bolivia;31/12/2019;37;14;23
Salamanca;Bosnia-Herzegovina;31/12/2019;0;0;0
Salamanca;Botsuana;31/12/2019;0;0;0
Salamanca;Brasil;31/12/2019;118;48;70
Salamanca;Brunei;31/12/2019;0;0;0
Salamanca;Burkina Faso;31/12/2019;0;0;0
Salamanca;Burundi;31/12/2019;0;0;0
Salamanca;Bután;31/12/2019;0;0;0
Salamanca;Cabo Verde;31/12/2019;0;0;0
Salamanca;Camboya;31/12/2019;0;0;0
Salamanca;Camerún;31/12/2019;5;4;1
Salamanca;Canadá;31/12/2019;5;1;4
Salamanca;Chad;31/12/2019;0;0;0
Salamanca;Chile;31/12/2019;39;21;18
Salamanca;China;31/12/2019;694;203;491
Salamanca;Colombia;31/12/2019;174;65;109
Salamanca;Comores;31/12/2019;0;0;0
Salamanca;Congo;31/12/2019;0;0;0
Salamanca;Corea del Norte;31/12/2019;0;0;0
Salamanca;Corea del Sur;31/12/2019;28;9;19
Salamanca;Costa de Marfil;31/12/2019;2;2;0
Salamanca;Costa Rica;31/12/2019;24;9;15
Salamanca;Cuba;31/12/2019;13;5;8
Salamanca;Dominica;31/12/2019;0;0;0
Salamanca;Ecuador;31/12/2019;131;52;79
Salamanca;Egipto;31/12/2019;6;3;3
Salamanca;El Salvador;31/12/2019;10;4;6
Salamanca;Emiratos Árabes Unidos;31/12/2019;0;0;0
Salamanca;Eritrea;31/12/2019;0;0;0
Salamanca;Estados Unidos;31/12/2019;68;28;40
Salamanca;Etiopía;31/12/2019;1;0;1
Salamanca;Filipinas;31/12/2019;3;2;1
Salamanca;Fiyi;31/12/2019;0;0;0
Salamanca;Gabón;31/12/2019;0;0;0
Salamanca;Gambia;31/12/2019;0;0;0
Salamanca;Georgia;31/12/2019;0;0;0
Salamanca;Ghana;31/12/2019;6;1;5
Salamanca;Granada;31/12/2019;0;0;0
Salamanca;Guatemala;31/12/2019;16;7;9
Salamanca;Guinea;31/12/2019;0;0;0
Salamanca;Guinea Bissau;31/12/2019;0;0;0
Salamanca;Guinea Ecuatorial;31/12/2019;67;26;41
Salamanca;Guyana;31/12/2019;0;0;0
Salamanca;Haití;31/12/2019;4;2;2
Salamanca;Honduras;31/12/2019;53;24;29
Salamanca;India;31/12/2019;4;3;1
Salamanca;Indonesia;31/12/2019;3;2;1
Salamanca;Irak;31/12/2019;0;0;0
Salamanca;Irán;31/12/2019;1;0;1
Salamanca;Islas Salomón;31/12/2019;0;0;0
Salamanca;Israel;31/12/2019;3;3;0
Salamanca;Jamaica;31/12/2019;0;0;0
Salamanca;Japón;31/12/2019;64;17;47
Salamanca;Jordania;31/12/2019;0;0;0
Salamanca;Kazajistán;31/12/2019;2;0;2
Salamanca;Kenia;31/12/2019;0;0;0
Salamanca;Kirguistán;31/12/2019;0;0;0
Salamanca;Kuwait;31/12/2019;0;0;0
Salamanca;Laos;31/12/2019;0;0;0
Salamanca;Lesoto;31/12/2019;0;0;0
Salamanca;Líbano;31/12/2019;1;1;0
Salamanca;Liberia;31/12/2019;0;0;0
Salamanca;Libia;31/12/2019;1;0;1
Salamanca;Macedonia;31/12/2019;0;0;0
Salamanca;Madagascar;31/12/2019;2;1;1
Salamanca;Malasia;31/12/2019;1;0;1
Salamanca;Malaui;31/12/2019;0;0;0
Salamanca;Maldivas;31/12/2019;0;0;0
Salamanca;Mali;31/12/2019;0;0;0
Salamanca;Marruecos;31/12/2019;37;15;22
Salamanca;Mauricio;31/12/2019;0;0;0
Salamanca;Mauritania;31/12/2019;1;1;0
Salamanca;México;31/12/2019;84;33;51
Salamanca;Micronesia;31/12/2019;0;0;0
Salamanca;Moldavia;31/12/2019;0;0;0
Salamanca;Mónaco;31/12/2019;0;0;0
Salamanca;Mongolia;31/12/2019;0;0;0
Salamanca;Montenegro;31/12/2019;0;0;0
Salamanca;Mozambique;31/12/2019;2;1;1
Salamanca;Myanmar;31/12/2019;0;0;0
Salamanca;Namibia;31/12/2019;0;0;0
Salamanca;Nepal;31/12/2019;0;0;0
Salamanca;Nicaragua;31/12/2019;4;3;1
Salamanca;Níger;31/12/2019;0;0;0
Salamanca;Nigeria;31/12/2019;0;0;0
Salamanca;Nueva Zelanda;31/12/2019;0;0;0
Salamanca;Oceanía (No consta país);31/12/2019;0;0;0
Salamanca;Omán;31/12/2019;0;0;0
Salamanca;Pakistán;31/12/2019;0;0;0
Salamanca;Palestina;31/12/2019;0;0;0
Salamanca;Panamá;31/12/2019;13;5;8
Salamanca;Papúa Nueva Guinea;31/12/2019;0;0;0
Salamanca;Paraguay;31/12/2019;11;6;5
Salamanca;Perú;31/12/2019;86;41;45
Salamanca;Qatar;31/12/2019;0;0;0
Salamanca;Reino Unido;31/12/2019;0;0;0
Salamanca;Rep. Centroafricana;31/12/2019;0;0;0
Salamanca;Rep. Dem. del Congo;31/12/2019;0;0;0
Salamanca;República Dominicana;31/12/2019;73;19;54
Salamanca;Ruanda;31/12/2019;0;0;0
Salamanca;Rusia;31/12/2019;17;6;11
Salamanca;Samoa;31/12/2019;0;0;0
Salamanca;San Cristóbal y Nieves;31/12/2019;0;0;0
Salamanca;San Marino;31/12/2019;0;0;0
Salamanca;San Vicente y Granadinas;31/12/2019;0;0;0
Salamanca;Santa Lucía;31/12/2019;0;0;0
Salamanca;Santo Tomé y Príncipe;31/12/2019;0;0;0
Salamanca;Senegal;31/12/2019;2;1;1
Salamanca;Serbia;31/12/2019;1;0;1
Salamanca;Seychelles;31/12/2019;0;0;0
Salamanca;Sierra Leona;31/12/2019;0;0;0
Salamanca;Singapur;31/12/2019;1;0;1
Salamanca;Siria;31/12/2019;0;0;0
Salamanca;Somalia;31/12/2019;0;0;0
Salamanca;Sri Lanka;31/12/2019;0;0;0
Salamanca;Suazilandia;31/12/2019;0;0;0
Salamanca;Sudáfrica;31/12/2019;0;0;0
Salamanca;Sudán;31/12/2019;0;0;0
Salamanca;Surinam;31/12/2019;0;0;0
Salamanca;Tailandia;31/12/2019;2;0;2
Salamanca;Taiwán;31/12/2019;36;2;34
Salamanca;Tanzania;31/12/2019;0;0;0
Salamanca;Tayikistán;31/12/2019;0;0;0
Salamanca;Togo;31/12/2019;0;0;0
Salamanca;Trinidad y Tobago;31/12/2019;0;0;0
Salamanca;Túnez;31/12/2019;0;0;0
Salamanca;Turkmenistán;31/12/2019;0;0;0
Salamanca;Turquía;31/12/2019;10;2;8
Salamanca;Ucrania;31/12/2019;6;1;5
Salamanca;Uganda;31/12/2019;0;0;0
Salamanca;Uruguay;31/12/2019;8;5;3
Salamanca;Uzbekistán;31/12/2019;0;0;0
Salamanca;Vanuatu;31/12/2019;0;0;0
Salamanca;Venezuela;31/12/2019;26;14;12
Salamanca;Vietnam;31/12/2019;7;3;4
Salamanca;Yemen;31/12/2019;0;0;0
Salamanca;Yibuti;31/12/2019;0;0;0
Salamanca;Zambia;31/12/2019;0;0;0
Salamanca;Zimbabue;31/12/2019;0;0;0
Salamanca;Todas las nacionalidades;31/12/2018;2057;768;1289
Salamanca;Afganistán;31/12/2018;0;0;0
Salamanca;Albania;31/12/2018;1;1;0
Salamanca;Andorra;31/12/2018;1;1;0
Salamanca;Angola;31/12/2018;1;1;0
Salamanca;Antigua y Barbuda;31/12/2018;0;0;0
Salamanca;Arabia Saudí;31/12/2018;4;3;1
Salamanca;Argelia;31/12/2018;3;1;2
Salamanca;Argentina;31/12/2018;24;8;16
Salamanca;Armenia;31/12/2018;0;0;0
Salamanca;Australia;31/12/2018;0;0;0
Salamanca;Azerbaiyán;31/12/2018;0;0;0
Salamanca;Bahamas;31/12/2018;0;0;0
Salamanca;Bahrein;31/12/2018;0;0;0
Salamanca;Bangladés;31/12/2018;0;0;0
Salamanca;Barbados;31/12/2018;0;0;0
Salamanca;Belice;31/12/2018;0;0;0
Salamanca;Benín;31/12/2018;0;0;0
Salamanca;Bielorrusia;31/12/2018;1;0;1
Salamanca;Bolivia;31/12/2018;36;14;22
Salamanca;Bosnia-Herzegovina;31/12/2018;0;0;0
Salamanca;Botsuana;31/12/2018;0;0;0
Salamanca;Brasil;31/12/2018;123;52;71
Salamanca;Brunei;31/12/2018;0;0;0
Salamanca;Burkina Faso;31/12/2018;0;0;0
Salamanca;Burundi;31/12/2018;0;0;0
Salamanca;Bután;31/12/2018;0;0;0
Salamanca;Cabo Verde;31/12/2018;0;0;0
Salamanca;Camboya;31/12/2018;0;0;0
Salamanca;Camerún;31/12/2018;1;1;0
Salamanca;Canadá;31/12/2018;5;2;3
Salamanca;Chad;31/12/2018;0;0;0
Salamanca;Chile;31/12/2018;37;19;18
Salamanca;China;31/12/2018;802;233;569
Salamanca;Colombia;31/12/2018;165;74;91
Salamanca;Comores;31/12/2018;0;0;0
Salamanca;Congo;31/12/2018;0;0;0
Salamanca;Corea del Norte;31/12/2018;0;0;0
Salamanca;Corea del Sur;31/12/2018;28;16;12
Salamanca;Costa de Marfil;31/12/2018;1;1;0
Salamanca;Costa Rica;31/12/2018;24;13;11
Salamanca;Cuba;31/12/2018;12;2;10
Salamanca;Dominica;31/12/2018;0;0;0
Salamanca;Ecuador;31/12/2018;113;54;59
Salamanca;Egipto;31/12/2018;5;3;2
Salamanca;El Salvador;31/12/2018;9;3;6
Salamanca;Emiratos Árabes Unidos;31/12/2018;0;0;0
Salamanca;Eritrea;31/12/2018;0;0;0
Salamanca;Estados Unidos;31/12/2018;53;26;27
Salamanca;Etiopía;31/12/2018;0;0;0
Salamanca;Filipinas;31/12/2018;7;1;6
Salamanca;Fiyi;31/12/2018;0;0;0
Salamanca;Gabón;31/12/2018;0;0;0
Salamanca;Gambia;31/12/2018;0;0;0
Salamanca;Georgia;31/12/2018;0;0;0
Salamanca;Ghana;31/12/2018;0;0;0
Salamanca;Granada;31/12/2018;0;0;0
Salamanca;Guatemala;31/12/2018;6;3;3
Salamanca;Guinea;31/12/2018;1;1;0
Salamanca;Guinea Bissau;31/12/2018;0;0;0
Salamanca;Guinea Ecuatorial;31/12/2018;55;20;35
Salamanca;Guyana;31/12/2018;0;0;0
Salamanca;Haití;31/12/2018;5;4;1
Salamanca;Honduras;31/12/2018;40;19;21
Salamanca;India;31/12/2018;4;3;1
Salamanca;Indonesia;31/12/2018;3;2;1
Salamanca;Irak;31/12/2018;0;0;0
Salamanca;Irán;31/12/2018;2;0;2
Salamanca;Islas Salomón;31/12/2018;0;0;0
Salamanca;Israel;31/12/2018;1;1;0
Salamanca;Jamaica;31/12/2018;0;0;0
Salamanca;Japón;31/12/2018;74;33;41
Salamanca;Jordania;31/12/2018;0;0;0
Salamanca;Kazajistán;31/12/2018;2;0;2
Salamanca;Kenia;31/12/2018;0;0;0
Salamanca;Kirguistán;31/12/2018;0;0;0
Salamanca;Kuwait;31/12/2018;0;0;0
Salamanca;Laos;31/12/2018;0;0;0
Salamanca;Lesoto;31/12/2018;0;0;0
Salamanca;Líbano;31/12/2018;1;1;0
Salamanca;Liberia;31/12/2018;0;0;0
Salamanca;Libia;31/12/2018;1;0;1
Salamanca;Macedonia;31/12/2018;0;0;0
Salamanca;Madagascar;31/12/2018;1;1;0
Salamanca;Malasia;31/12/2018;1;1;0
Salamanca;Malaui;31/12/2018;0;0;0
Salamanca;Maldivas;31/12/2018;0;0;0
Salamanca;Mali;31/12/2018;0;0;0
Salamanca;Marruecos;31/12/2018;18;9;9
Salamanca;Mauricio;31/12/2018;0;0;0
Salamanca;Mauritania;31/12/2018;1;1;0
Salamanca;México;31/12/2018;80;34;46
Salamanca;Micronesia;31/12/2018;0;0;0
Salamanca;Moldavia;31/12/2018;0;0;0
Salamanca;Mónaco;31/12/2018;0;0;0
Salamanca;Mongolia;31/12/2018;0;0;0
Salamanca;Montenegro;31/12/2018;0;0;0
Salamanca;Mozambique;31/12/2018;2;1;1
Salamanca;Myanmar;31/12/2018;0;0;0
Salamanca;Namibia;31/12/2018;0;0;0
Salamanca;Nepal;31/12/2018;0;0;0
Salamanca;Nicaragua;31/12/2018;3;1;2
Salamanca;Níger;31/12/2018;0;0;0
Salamanca;Nigeria;31/12/2018;1;1;0
Salamanca;Nueva Zelanda;31/12/2018;1;0;1
Salamanca;Oceanía (No consta país);31/12/2018;0;0;0
Salamanca;Omán;31/12/2018;0;0;0
Salamanca;Pakistán;31/12/2018;0;0;0
Salamanca;Palestina;31/12/2018;0;0;0
Salamanca;Panamá;31/12/2018;19;6;13
Salamanca;Papúa Nueva Guinea;31/12/2018;0;0;0
Salamanca;Paraguay;31/12/2018;6;3;3
Salamanca;Perú;31/12/2018;73;29;44
Salamanca;Qatar;31/12/2018;1;1;0
Salamanca;Reino Unido;31/12/2018;0;0;0
Salamanca;Rep. Centroafricana;31/12/2018;0;0;0
Salamanca;Rep. Dem. del Congo;31/12/2018;0;0;0
Salamanca;República Dominicana;31/12/2018;78;18;60
Salamanca;Ruanda;31/12/2018;0;0;0
Salamanca;Rusia;31/12/2018;9;2;7
Salamanca;Samoa;31/12/2018;0;0;0
Salamanca;San Cristóbal y Nieves;31/12/2018;0;0;0
Salamanca;San Marino;31/12/2018;0;0;0
Salamanca;San Vicente y Granadinas;31/12/2018;0;0;0
Salamanca;Santa Lucía;31/12/2018;0;0;0
Salamanca;Santo Tomé y Príncipe;31/12/2018;0;0;0
Salamanca;Senegal;31/12/2018;1;0;1
Salamanca;Serbia;31/12/2018;0;0;0
Salamanca;Seychelles;31/12/2018;0;0;0
Salamanca;Sierra Leona;31/12/2018;0;0;0
Salamanca;Singapur;31/12/2018;0;0;0
Salamanca;Siria;31/12/2018;0;0;0
Salamanca;Somalia;31/12/2018;0;0;0
Salamanca;Sri Lanka;31/12/2018;0;0;0
Salamanca;Suazilandia;31/12/2018;0;0;0
Salamanca;Sudáfrica;31/12/2018;0;0;0
Salamanca;Sudán;31/12/2018;0;0;0
Salamanca;Surinam;31/12/2018;0;0;0
Salamanca;Tailandia;31/12/2018;3;1;2
Salamanca;Taiwán;31/12/2018;48;14;34
Salamanca;Tanzania;31/12/2018;0;0;0
Salamanca;Tayikistán;31/12/2018;0;0;0
Salamanca;Togo;31/12/2018;0;0;0
Salamanca;Trinidad y Tobago;31/12/2018;0;0;0
Salamanca;Túnez;31/12/2018;1;0;1
Salamanca;Turkmenistán;31/12/2018;0;0;0
Salamanca;Turquía;31/12/2018;13;6;7
Salamanca;Ucrania;31/12/2018;4;2;2
Salamanca;Uganda;31/12/2018;0;0;0
Salamanca;Uruguay;31/12/2018;9;7;2
Salamanca;Uzbekistán;31/12/2018;0;0;0
Salamanca;Vanuatu;31/12/2018;0;0;0
Salamanca;Venezuela;31/12/2018;27;12;15
Salamanca;Vietnam;31/12/2018;6;2;4
Salamanca;Yemen;31/12/2018;0;0;0
Salamanca;Yibuti;31/12/2018;0;0;0
Salamanca;Zambia;31/12/2018;0;0;0
Salamanca;Zimbabue;31/12/2018;0;0;0
Salamanca;Todas las nacionalidades;31/12/2017;1905;723;1182
Salamanca;Afganistán;31/12/2017;0;0;0
Salamanca;Albania;31/12/2017;2;1;1
Salamanca;Andorra;31/12/2017;1;1;0
Salamanca;Angola;31/12/2017;3;2;1
Salamanca;Antigua y Barbuda;31/12/2017;0;0;0
Salamanca;Arabia Saudí;31/12/2017;1;0;1
Salamanca;Argelia;31/12/2017;3;0;3
Salamanca;Argentina;31/12/2017;17;5;12
Salamanca;Armenia;31/12/2017;0;0;0
Salamanca;Australia;31/12/2017;1;1;0
Salamanca;Azerbaiyán;31/12/2017;0;0;0
Salamanca;Bahamas;31/12/2017;0;0;0
Salamanca;Bahrein;31/12/2017;0;0;0
Salamanca;Bangladés;31/12/2017;0;0;0
Salamanca;Barbados;31/12/2017;0;0;0
Salamanca;Belice;31/12/2017;0;0;0
Salamanca;Benín;31/12/2017;1;1;0
Salamanca;Bielorrusia;31/12/2017;1;0;1
Salamanca;Bolivia;31/12/2017;46;22;24
Salamanca;Bosnia-Herzegovina;31/12/2017;0;0;0
Salamanca;Botsuana;31/12/2017;0;0;0
Salamanca;Brasil;31/12/2017;108;52;56
Salamanca;Brunei;31/12/2017;0;0;0
Salamanca;Burkina Faso;31/12/2017;0;0;0
Salamanca;Burundi;31/12/2017;0;0;0
Salamanca;Bután;31/12/2017;0;0;0
Salamanca;Cabo Verde;31/12/2017;1;0;1
Salamanca;Camboya;31/12/2017;0;0;0
Salamanca;Camerún;31/12/2017;2;2;0
Salamanca;Canadá;31/12/2017;2;1;1
Salamanca;Chad;31/12/2017;0;0;0
Salamanca;Chile;31/12/2017;36;22;14
Salamanca;China;31/12/2017;819;251;568
Salamanca;Colombia;31/12/2017;120;58;62
Salamanca;Comores;31/12/2017;0;0;0
Salamanca;Congo;31/12/2017;0;0;0
Salamanca;Corea del Norte;31/12/2017;0;0;0
Salamanca;Corea del Sur;31/12/2017;30;10;20
Salamanca;Costa de Marfil;31/12/2017;2;2;0
Salamanca;Costa Rica;31/12/2017;19;10;9
Salamanca;Cuba;31/12/2017;4;1;3
Salamanca;Dominica;31/12/2017;1;0;1
Salamanca;Ecuador;31/12/2017;97;46;51
Salamanca;Egipto;31/12/2017;6;1;5
Salamanca;El Salvador;31/12/2017;11;4;7
Salamanca;Emiratos Árabes Unidos;31/12/2017;0;0;0
